ac_year,statcd,statname,area_sqkm,tot_population,urban_population,grwoth_rate,sexratio,sc_population,st_population,literacy_rate,male_literacy_rate,female_literacy_rate,distcd,blkcd,villages,clusters,schools,sch_1,sch_2,sch_3,sch_4,sch_5,sch_6,sch_7,sch_r_1,sch_r_2,sch_r_3,sch_r_4,sch_r_5,sch_r_6,sch_r_7,sch_u_1,sch_u_2,sch_u_3,sch_u_4,sch_u_5,sch_u_6,sch_u_7,enr_1,enr_2,enr_3,enr_4,enr_5,enr_6,enr_7,enr_all,enr_r_1,enr_r_2,enr_r_3,enr_r_4,enr_r_5,enr_r_6,enr_r_7,enr_r_all,enr_u_1,enr_u_2,enr_u_3,enr_u_4,enr_u_5,enr_u_6,enr_u_7,enr_u_all,tch_1,tch_2,tch_3,tch_4,tch_5,tch_6,tch_7,tch_all,tch_r_1,tch_r_2,tch_r_3,tch_r_4,tch_r_5,tch_r_6,tch_r_7,tch_r_all,tch_u_1,tch_u_2,tch_u_3,tch_u_4,tch_u_5,tch_u_6,tch_u_7,tch_u_all,sing_cls_sch_1,sing_cls_sch_2,sing_cls_sch_3,sing_cls_sch_4,sing_cls_sch_5,sing_cls_sch_6,sing_cls_sch_7,sing_cls_sch_all,sing_tch_sch_1,sing_tch_sch_2,sing_tch_sch_3,sing_tch_sch_4,sing_tch_sch_5,sing_tch_sch_6,sing_tch_sch_7,sing_tch_sch_all,bldg_1,bldg_2,bldg_3,bldg_4,bldg_5,bldg_6,bldg_7,bldg_all,girls_toilet_1,girls_toilet_2,girls_toilet_3,girls_toilet_4,girls_toilet_5,girls_toilet_6,girls_toilet_7,girls_toilet_all,boys_toilet_1,boys_toilet_2,boys_toilet_3,boys_toilet_4,boys_toilet_5,boys_toilet_6,boys_toilet_7,boys_toilet_all,gsch_1,gsch_2,gsch_3,gsch_4,gsch_5,gsch_6,gsch_7,gsch_all,bsch_1,bsch_2,bsch_3,bsch_4,bsch_5,bsch_6,bsch_7,bsch_all,co_sch1,co_sch2,co_sch3,co_sch4,co_sch5,co_sch6,co_sch7,co_sch_all,cwsn_toilet_1,cwsn_toilet_2,cwsn_toilet_3,cwsn_toilet_4,cwsn_toilet_5,cwsn_toilet_6,cwsn_toilet_7,cwsn_toilet_all,water_1,water_2,water_3,water_4,water_5,water_6,water_7,water_all,electric_1,electric_2,electric_3,electric_4,electric_5,electric_6,electric_7,electric_all,ramps_1,ramps_2,ramps_3,ramps_4,ramps_5,ramps_6,ramps_7,ramps_all,library_1,library_2,library_3,library_4,library_5,library_6,library_7,library_all,librarian_1,librarian_2,librarian_3,librarian_4,librarian_5,librarian_6,librarian_7,librarian_all,bndrywall_1,bndrywall_2,bndrywall_3,bndrywall_4,bndrywall_5,bndrywall_6,bndrywall_7,bndrywall_all,cwsn_sch_1,cwsn_sch_2,cwsn_sch_3,cwsn_sch_4,cwsn_sch_5,cwsn_sch_6,cwsn_sch_7,cwsn_sch_all,lab_asst_1,lab_asst_2,lab_asst_3,lab_asst_4,lab_asst_5,lab_asst_6,lab_asst_7,lab_asst_all,hmroom_1,hmroom_2,hmroom_3,hmroom_4,hmroom_5,hmroom_6,hmroom_7,hmroom_all,hostel_boys_1,hostel_boys_2,hostel_boys_3,hostel_boys_4,hostel_boys_5,hostel_boys_6,hostel_boys_7,hostel_boys_all,hostel_girls_1,hostel_girls_2,hostel_girls_3,hostel_girls_4,hostel_girls_5,hostel_girls_6,hostel_girls_7,hostel_girls_all,internet_1,internet_2,internet_3,internet_4,internet_5,internet_6,internet_7,internet_all,ict_lab_1,ict_lab_2,ict_lab_3,ict_lab_4,ict_lab_5,ict_lab_6,ict_lab_7,ict_lab_all,pground_1,pground_2,pground_3,pground_4,pground_5,pground_6,pground_7,pground_all,medchk_1,medchk_2,medchk_3,medchk_4,medchk_5,medchk_6,medchk_7,medchk_all,smdc_1,smdc_2,smdc_3,smdc_4,smdc_5,smdc_6,smdc_7,smdc_all,sch_bld_com_1,sch_bld_com_2,sch_bld_com_3,sch_bld_com_4,sch_bld_com_5,sch_bld_com_6,sch_bld_com_7,sch_bld_com_all,pta_1,pta_2,pta_3,pta_4,pta_5,pta_6,pta_7,pta_all,sch_2006_1,sch_2006_2,sch_2006_3,sch_2006_4,sch_2006_5,sch_2006_6,sch_2006_7,sch_2006_all,cls_1,cls_2,cls_3,cls_4,cls_5,cls_6,cls_7,cls_all,tchf_1,tchf_2,tchf_3,tchf_4,tchf_5,tchf_6,tchf_7,tchf_all,enrg_1,enrg_2,enrg_3,enrg_4,enrg_5,enrg_6,enrg_7,enrg_all,enrc8_b,enrc8_g,enrc9_b,enrc9_g,enrc10_b,enrc10_g,enrc11_b,enrc11_g,enrc12_b,enrc12_g,repc8_b,repc8_g,repc9_b,repc9_g,repc10_b,repc10_g,repc11_b,repc11_g,repc12_b,repc12_g,cwsnc8_b,cwsnc8_g,cwsnc9_b,cwsnc9_g,cwsnc10_b,cwsnc10_g,cwsnc11_b,cwsnc11_g,cwsnc12_b,cwsnc12_g,schlabphy,schlabchem,schlabbio,schlabcomputer,schlabmath,schlablang,schlabgeo,schlabpsyc,schlabhsci,scsec,scsec_g,schsec,schsec_g,stsec,stsec_g,sthsec,sthsec_g,obcsec,obcsec_g,obchsec,obchsec_g,muslim_sec,muslim_sec_g,muslim_hsec,muslim_hsec_g,clgood_sec,clmajor_sec,clminor_sec,clgood_hsec,clmajor_hsec,clminor_hsec,boys_b13_c8,girls_b13_c8,boys_b13_c9,girls_b13_c9,boys_b13_c10,girls_b13_c10,boys_13_c8,girls_13_c8,boys_13_c9,girls_13_c9,boys_13_c10,girls_13_c10,boys_14_c8,girls_14_c8,boys_14_c9,girls_14_c9,boys_14_c10,girls_14_c10,boys_15_c8,girls_15_c8,boys_15_c9,girls_15_c9,boys_15_c10,girls_15_c10,boys_a15_c8,girls_a15_c8,boys_a15_c9,girls_a15_c9,boys_a15_c10,girls_a15_c10,boys_b15_c11,girls_b15_c11,boys_b15_c12,girls_b15_c12,boys_15_c11,girls_15_c11,boys_15_c12,girls_15_c12,boys_16_c11,girls_16_c11,boys_16_c12,girls_16_c12,boys_17_c11,girls_17_c11,boys_17_c12,girls_17_c12,boys_a17_c11,girls_a17_c11,boys_a17_c12,girls_a17_c12,apr_b_gen_py10,apr_g_gen_py10,apr_b_sc_py10,apr_g_sc_py10,apr_b_st_py10,apr_g_st_py10,apr_b_obc_py10,apr_g_obc_py10,pass_b_gen_py10,pass_g_gen_py10,pass_b_sc_py10,pass_g_sc_py10,pass_b_st_py10,pass_g_st_py10,pass_b_obc_py10,pass_g_obc_py10,arts_c11_b,sci_c11_b,com_c11_b,voc_c11_b,oth_c11_b,arts_c11_g,sci_c11_g,com_c11_g,voc_c11_g,oth_c11_g,arts_c12_b,sci_c12_b,com_c12_b,voc_c12_b,oth_c12_b,arts_c12_g,sci_c12_g,com_c12_g,voc_c12_g,oth_c12_g,apr_arts_gen_b,apr_arts_gen_g,apr_arts_sc_b,apr_arts_sc_g,apr_arts_st_b,apr_arts_st_g,apr_arts_obc_b,apr_arts_obc_g,pass_arts_gen_b,pass_arts_gen_g,pass_arts_sc_b,pass_arts_sc_g,pass_arts_st_b,pass_arts_st_g,pass_arts_obc_b,pass_arts_obc_g,apr_sci_gen_b,apr_sci_gen_g,apr_sci_sc_b,apr_sci_sc_g,apr_sci_st_b,apr_sci_st_g,apr_sci_obc_b,apr_sci_obc_g,pass_sci_gen_b,pass_sci_gen_g,pass_sci_sc_b,pass_sci_sc_g,pass_sci_st_b,pass_sci_st_g,pass_sci_obc_b,pass_sci_obc_g,apr_com_gen_b,apr_com_gen_g,apr_com_sc_b,apr_com_sc_g,apr_com_st_b,apr_com_st_g,apr_com_obc_b,apr_com_obc_g,pass_com_gen_b,pass_com_gen_g,pass_com_sc_b,pass_com_sc_g,pass_com_st_b,pass_com_st_g,pass_com_obc_b,pass_com_obc_g,apr_voc_gen_b,apr_voc_gen_g,apr_voc_sc_b,apr_voc_sc_g,apr_voc_st_b,apr_voc_st_g,apr_voc_obc_b,apr_voc_obc_g,pass_voc_gen_b,pass_voc_gen_g,pass_voc_sc_b,pass_voc_sc_g,pass_voc_st_b,pass_voc_st_g,pass_voc_obc_b,pass_voc_obc_g,apr_oth_gen_b,apr_oth_gen_g,apr_oth_sc_b,apr_oth_sc_g,apr_oth_st_b,apr_oth_st_g,apr_oth_obc_b,apr_oth_obc_g,pass_oth_gen_b,pass_oth_gen_g,pass_oth_sc_b,pass_oth_sc_g,pass_oth_st_b,pass_oth_st_g,pass_oth_obc_b,pass_oth_obc_g,tchug_r_m,tchgrad_r_m,tchpg_r_m,tchphd_r_m,tchpd_r_m,tchnr_r_m,tchug_r_f,tchgrad_r_f,tchpg_r_f,tchphd_r_f,tchpd_r_f,tchnr_r_f,tchug_r_nr,tchgrad_r_nr,tchpg_r_nr,tchphd_r_nr,tchpd_r_nr,tchnr_r_nr,tchug_p_m,tchgrad_p_m,tchpg_p_m,tchphd_p_m,tchpd_p_m,tchnr_p_m,tchug_p_f,tchgrad_p_f,tchpg_p_f,tchphd_p_f,tchpd_p_f,tchnr_p_f,tchug_p_nr,tchgrad_p_nr,tchpg_p_nr,tchphd_p_nr,tchpd_p_nr,tchnr_p_nr,tchbtt_m,tchbed_m,tchmed_m,tchoth_m,tchse_m,tchnr_m,tchbtt_f,tchbed_f,tchmed_f,tchoth_f,tchse_f,tchnr_f,tchbtt_nr,tchbed_nr,tchmed_nr,tchoth_nr,tchse_nr,tchnr_nr,enrc7_py,enrc8_py,enrc9_py,enrc10_py,enr11_py,enr12_py
2016-17,1,JAMMU AND KASHMIR,222236,12549,20.05,23.71,883,7.4,11.9,68.74,78.26,58.01,22,201,7290,1626,29623,494,95,2732,402,38,477,3,270,90,2049,366,32,344,0,224,5,683,36,6,133,3,108729,25364,158622,31975,3389,204819,1966,534864,51561,23631,118258,29339,2795,121602,0,347186,57168,1733,40364,2636,594,83217,1966,187678,11429,1927,37955,5029,439,10288,81,67148,5399,1729,26254,4491,357,6467,0,44697,6030,198,11701,538,82,3821,81,22451,0,0,43,0,0,0,0,43,0,0,1,0,0,0,0,1,494,95,2732,402,38,476,3,4240,487,91,2697,381,35,427,2,4120,484,90,2660,353,32,379,1,3999,8,2,44,32,4,68,1,159,6,4,12,20,1,47,1,91,480,89,2676,350,33,362,1,3991,56,6,172,28,1,30,0,293,490,92,2683,390,37,469,3,4164,483,92,2319,326,27,452,3,3702,123,47,954,230,25,270,2,1651,485,90,2513,327,30,461,3,3909,146,37,371,43,4,186,3,790,493,95,2731,402,38,476,3,4238,1,0,14,6,0,2,0,23,490,94,2727,402,38,477,2,4230,447,67,2019,259,27,396,3,3218,9,14,23,1,0,13,0,60,6,12,20,2,0,5,1,46,279,25,469,8,0,130,2,913,3030,409,10252,1042,115,2012,15,16875,458,77,2118,230,23,371,3,3280,351,56,1793,270,30,271,0,2771,326,86,2051,402,37,471,2,3375,352,88,2099,395,36,470,3,3443,366,91,2215,399,37,471,3,3582,20,20,20,20,20,20,20,20,3894,619,7637,1343,267,4946,32,18738,7145,635,18746,1462,129,3606,27,31750,46670,11362,74759,15940,1718,95131,186,245766,98465,86372,93306,79985,74329,64571,62071,51728,59392,49482,1063,705,2213,1698,1419,1465,322,342,1146,988,1179,813,433,386,303,276,116,130,96,100,447,450,427,409,79,42,63,11,21,29544,13737,16541,8054,34065,14764,17205,7362,25960,12155,14781,6470,193661,91223,138100,62007,10698,787,1891,4021,337,828,39557,36150,2932,2503,134,111,34620,30406,32405,28321,924,743,18267,15212,33381,29628,28438,25004,4524,3469,17543,14596,26945,23392,1497,1135,7045,4937,17888,15321,1488,1150,64,49,18473,15283,1912,1428,21355,18158,17388,14603,14416,12311,19959,16365,6339,4826,20069,17037,46307,38983,5074,4623,5245,3809,3460,2903,36555,30170,2734,2641,3512,2526,2623,2132,31315,25166,4026,41,66,30207,18250,2109,77,146,27903,26076,4053,45,94,27932,18520,1931,19,134,15841,17254,1634,1995,1726,1463,1179,1171,7440,9200,576,904,706,724,512,626,16074,10480,1141,751,1093,641,821,917,11090,7702,704,529,621,447,541,367,3300,1498,124,46,115,45,159,61,2277,1297,74,41,87,34,94,32,6,0,2,1,1,1,1,1,5,0,2,1,1,1,1,1,15,12,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,12,53,5560,12022,640,0,3,54,4586,7672,383,0,0,0,0,0,0,0,0,8,217,407,33,0,0,6,238,256,11,0,0,0,0,0,0,114,13687,1558,61,49,3483,150,8559,1497,44,37,2922,0,0,0,0,0,0,200631,196737,181043,157306,121548,125070
2016-17,2,HIMACHAL PRADESH,55673,6857,8.69,12.81,974,25.2,5.7,83.78,90.83,76.6,12,125,10173,2466,18306,612,1743,678,925,0,4,8,456,1652,564,907,0,1,5,156,91,114,18,0,3,3,88523,320674,22195,32499,0,1076,1269,466236,52374,284788,17330,31782,0,160,899,387333,36149,35886,4865,717,0,916,370,78903,12077,28914,8267,6054,0,62,74,55448,8211,26436,6737,5894,0,13,52,47343,3866,2478,1530,160,0,49,22,8105,0,13,4,103,0,0,0,120,1,0,1,0,0,0,0,2,610,1741,678,925,0,4,8,3966,608,1723,677,925,0,4,8,3945,605,1703,676,920,0,4,8,3916,3,43,1,8,0,0,1,56,4,20,1,0,0,0,0,25,605,1680,676,917,0,4,7,3889,126,614,114,286,0,2,2,1144,612,1743,678,925,0,4,8,3970,611,1743,677,910,0,4,8,3953,133,1561,120,819,0,0,5,2638,607,1729,660,914,0,4,8,3922,331,258,200,23,0,3,4,819,611,1743,674,925,0,4,8,3965,5,6,2,3,0,0,0,16,609,1743,672,914,0,4,8,3950,604,1398,663,685,0,4,8,3362,38,36,11,4,0,0,2,91,29,31,11,1,0,0,3,75,488,1062,380,170,0,4,6,2110,3971,6759,3220,1443,0,27,49,15469,591,1672,661,838,0,2,7,3771,542,1681,586,871,0,4,3,3687,108,435,82,169,0,0,1,795,68,957,40,215,0,0,1,1281,148,302,138,63,0,0,3,654,78,78,78,78,78,78,78,78,4107,10444,1677,1503,4,41,58,17834,8494,10628,5799,2083,0,32,36,27072,36462,155986,9163,16174,0,362,548,218695,65437,59071,66980,58755,65318,57156,59699,52348,55618,50501,360,327,4200,2594,4588,3222,2170,1250,1124,636,693,536,660,444,418,359,261,262,228,244,455,454,445,649,167,70,80,18,36,68525,32893,53794,26084,14995,7203,13285,6259,37175,17181,35805,16582,3114,1344,1927,881,7953,595,810,7441,594,957,27737,25619,4782,4409,14,9,26692,24275,23672,21791,30,12,8668,7237,24324,21545,24673,22501,1762,1460,10346,8235,24683,22102,578,480,3856,2775,15918,12532,4616,4229,23,14,19318,18141,5094,4886,20476,18242,17588,16956,10270,8271,18637,17331,5019,3465,14276,11314,29725,24824,15368,14486,2557,2210,9005,7494,23244,20038,10235,9881,1899,1722,6336,5601,31125,18594,9763,166,3,30369,14897,6919,110,0,27523,18135,9563,124,0,28995,14422,6808,63,18,10893,12579,6618,7336,1092,1242,3420,4123,9153,10978,5405,6303,915,1083,2728,3447,10110,7502,2692,2191,675,565,2566,1747,8805,6636,2279,1887,608,459,2276,1600,4777,3388,1845,1367,373,208,1588,1057,4036,3015,1539,1235,326,208,1321,962,189,146,70,48,18,25,55,13,183,130,66,47,18,24,45,12,53,11,21,9,7,1,17,10,53,11,21,9,7,1,17,8,2,127,77,2703,8523,896,0,76,70,2245,6180,560,0,0,0,0,0,0,0,48,98,1567,3759,323,0,25,52,1247,3457,252,0,0,0,0,0,0,619,12946,1104,2143,561,750,441,10802,818,1208,359,536,0,0,0,0,0,0,125153,121808,126550,129347,117108,109489
2016-17,3,PUNJAB,50362,27704,29.82,13.73,893,31.9,0,76.68,81.48,71.34,22,146,13492,1803,31549,2677,2078,2748,1726,6,63,176,1379,1671,1351,1591,4,38,79,1298,407,1397,135,2,25,97,639753,638661,134041,132908,207,16834,36982,1599386,260756,421576,59182,120051,170,10755,11133,883623,378997,217085,74859,12857,37,6079,25849,715763,74254,42235,40333,16766,22,863,2059,176532,33561,30463,19637,14976,16,550,755,99958,40693,11772,20696,1790,6,313,1304,76574,1,14,30,98,0,0,0,143,0,1,0,15,0,0,3,19,2672,2077,2743,1726,6,63,176,9463,2670,1976,2740,1697,5,62,174,9324,2654,1762,2736,1645,4,32,126,8959,17,232,4,55,1,33,49,391,4,101,3,24,1,1,0,134,2656,1745,2741,1647,4,29,127,8949,607,1191,563,929,1,10,55,3356,2677,2078,2748,1726,6,63,176,9474,2676,2078,2747,1726,6,63,176,9472,1045,1854,933,1543,2,16,69,5462,2654,2074,2668,1717,6,62,170,9351,934,436,531,34,1,36,118,2090,2666,2077,2718,1726,6,63,176,9432,18,2,9,1,0,0,0,30,2675,2078,2747,1725,6,63,176,9470,2635,1812,2689,1446,6,62,175,8825,55,34,11,6,0,1,18,125,40,41,5,2,0,4,28,120,2366,2035,1931,1632,4,55,150,8173,18405,11071,14144,7767,25,436,1139,52987,2640,2078,2654,1724,6,59,175,9336,1877,1940,1585,1626,3,31,77,7139,43,32,31,23,0,1,3,133,416,1927,288,1425,1,10,17,4084,706,1903,499,1455,1,14,27,4605,381,381,381,381,381,381,381,381,21223,15469,7055,4251,14,684,1532,50228,61190,25436,34893,9497,17,751,1569,133353,253255,299997,55805,60350,91,12547,20274,702319,264087,216089,261475,199767,241183,185278,208352,165183,186057,152091,380,241,10527,4001,6518,2659,2278,1090,3483,1610,5051,5286,2066,2172,1493,1805,749,993,734,888,1570,1577,1480,3281,1125,482,279,80,247,327049,149160,229165,109506,69,30,72,21,140495,62728,113833,53023,14385,6597,9058,4240,27298,663,852,19918,281,573,53353,54729,17971,19628,3,2,106550,92473,65585,60153,23,41,67550,47114,93074,70232,44159,45117,25211,14802,55230,33437,93697,77650,11423,6971,29615,16317,103301,62468,14195,16936,3,0,52200,49952,10238,8819,73914,57405,37038,37509,44764,28320,69383,61303,23279,12570,69395,44460,125468,86045,79214,69780,172,92,35494,29528,112935,82017,61280,59264,99,92,29746,26870,124829,43731,28681,10146,95,97867,37793,23805,4911,75,112118,40214,24765,8113,89,92058,34301,21305,3846,72,53877,36777,36401,36128,195,221,17352,16252,46472,34078,29232,31999,17,113,14687,14941,29866,24677,5714,4830,90,74,5275,4334,27094,23077,5109,4594,19,25,4808,4057,19164,15618,3329,3485,64,66,2759,2803,17023,14770,2801,3239,12,11,2432,2670,2808,839,4070,2122,0,13,1793,657,2624,839,3622,1954,8,0,1653,577,83,55,15,64,0,0,14,48,64,106,12,55,0,0,12,42,7,260,508,4895,12803,852,25,304,754,9778,24978,1442,0,0,0,0,0,0,3,80,217,2237,4076,303,3,100,467,6450,14126,708,0,0,0,0,0,0,659,17841,2428,3064,1235,1014,1265,43470,4709,4460,1512,3719,0,0,0,0,0,0,489085,473949,455303,432139,357890,333628
2016-17,4,CHANDIGARH,114,1055,97.25,17.1,818,18.9,0,86.43,90.54,81.38,1,20,85,20,205,89,5,65,0,0,0,0,9,0,4,0,0,0,0,80,5,61,0,0,0,0,62134,4123,14987,0,0,0,0,81244,5033,0,1428,0,0,0,0,6461,57101,4123,13559,0,0,0,0,74783,5667,239,2731,0,0,0,0,8637,474,0,206,0,0,0,0,680,5193,239,2525,0,0,0,0,7957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,5,65,0,0,0,0,159,88,5,65,0,0,0,0,158,85,5,65,0,0,0,0,155,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,85,5,65,0,0,0,0,155,51,2,44,0,0,0,0,97,89,5,65,0,0,0,0,159,89,5,65,0,0,0,0,159,68,2,48,0,0,0,0,118,89,5,65,0,0,0,0,159,57,5,18,0,0,0,0,80,89,5,65,0,0,0,0,159,1,0,0,0,0,0,0,1,89,5,63,0,0,0,0,157,88,5,65,0,0,0,0,158,9,3,1,0,0,0,0,13,9,2,1,0,0,0,0,12,89,5,65,0,0,0,0,159,851,53,506,0,0,0,0,1410,88,5,62,0,0,0,0,155,87,5,64,0,0,0,0,156,20,1,19,0,0,0,0,40,52,2,32,0,0,0,0,86,46,2,35,0,0,0,0,83,5,5,5,5,5,5,5,5,1411,89,377,0,0,0,0,1877,4623,181,2032,0,0,0,0,6836,27181,1634,6651,0,0,0,0,35466,11779,9913,13001,9796,10097,8491,12494,9273,10186,7906,31,26,1074,411,91,51,181,97,205,95,438,343,404,270,221,178,83,86,89,90,52,52,50,68,46,23,17,13,35,5765,2651,5179,2388,81,38,145,64,1261,597,1156,492,2061,959,1145,541,928,3,44,834,2,36,2848,2624,166,83,19,7,5967,5073,2742,2376,124,104,2064,1537,6102,4912,2177,2212,627,450,2569,1566,4948,4177,286,230,1450,867,2858,1992,199,146,30,7,2890,2400,138,110,6335,4787,2359,2169,2171,1401,5104,4060,924,544,2581,1562,10328,7642,1593,1269,45,36,375,260,10242,7599,1554,1249,45,36,371,258,4515,4130,2117,971,34,3690,2285,1742,774,31,3676,3361,1980,742,30,3150,1926,1645,673,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,141,490,95,0,11,11,363,1998,249,0,0,0,0,0,0,0,1,3,29,151,21,0,2,3,97,675,66,0,0,0,0,0,0,6,621,161,118,28,12,29,2535,621,194,61,35,0,0,0,0,0,0,21754,21295,22579,17673,21271,18637
2016-17,5,UTTARAKHAND,53483,10117,21.54,19.17,963,18.8,2.9,79.63,88.33,70.7,13,95,12038,994,24444,520,1608,171,908,249,119,18,294,1409,110,869,215,90,11,226,199,61,39,34,29,7,189402,397127,14329,49794,15460,27546,2690,696348,99940,317814,9514,46251,11851,20634,1577,507581,89462,79313,4815,3543,3609,6912,1113,188767,9608,24019,2183,6601,1332,1173,136,45052,5525,20758,1343,6293,1179,940,88,36126,4083,3261,840,308,153,233,48,8926,1,6,4,33,9,1,0,54,1,3,0,2,8,4,0,18,515,1545,167,869,221,115,18,3450,518,1503,168,873,217,114,16,3409,500,1386,165,826,206,107,12,3202,23,139,4,60,17,10,5,258,2,82,3,13,1,2,1,104,495,1387,164,835,231,107,12,3231,116,122,26,31,26,12,4,337,519,1575,171,865,204,110,18,3462,516,1561,169,799,162,102,17,3326,138,531,33,353,39,22,5,1121,505,1494,162,829,189,99,10,3288,307,65,43,23,27,12,5,482,517,1608,166,907,233,118,17,3566,10,5,3,4,5,0,0,27,1,0,1,0,1,0,0,3,511,1029,160,521,114,82,14,2431,49,59,7,16,5,10,1,147,40,29,5,3,4,4,0,85,439,612,88,104,23,29,3,1298,4056,5975,879,2171,639,460,59,14239,494,949,155,426,89,49,11,2173,378,1286,97,776,138,68,7,2750,68,800,14,450,183,76,5,1596,82,1379,19,767,176,75,9,2507,129,1452,26,800,181,79,10,2677,50,50,50,50,50,50,50,50,4853,9903,512,1929,644,717,90,18648,6548,6472,1481,2044,420,359,77,17401,85125,195355,5959,26455,8359,13637,1579,336469,102231,93686,100805,90886,98363,92561,81407,75286,79304,77736,509,373,5491,3598,8079,6745,2041,1371,4906,4058,356,279,312,228,262,244,154,163,157,167,677,660,635,784,286,129,194,52,150,89612,44115,63733,32020,12170,6015,10476,5519,83314,40720,60479,30315,30016,15329,17442,9490,8542,836,1347,6500,690,1032,40795,36460,6291,6803,0,0,39241,35432,32926,29157,0,0,15327,14496,35569,31185,31365,27737,5147,5337,17394,15958,35691,33087,1721,1961,8625,7783,31307,31737,4438,5097,0,0,27414,24651,7913,7106,28235,25548,25151,24291,12982,12228,24833,24471,8338,7762,21407,21868,50151,44606,21765,21211,3022,3289,17069,16483,42081,38174,14492,14854,2298,2572,12390,12885,34282,31489,7863,204,357,44519,19967,4703,114,8,31130,32637,6665,246,207,45972,20479,4103,290,10,13766,23334,6972,11020,1247,2069,4552,8469,11413,19990,5688,9083,1044,1814,3432,6874,21484,12636,5655,2564,1264,755,6513,3483,16954,10757,3955,1980,968,557,4321,2679,5772,3791,739,317,145,102,946,611,4209,3328,611,322,95,92,620,485,36,2,36,1,15,0,54,4,26,2,29,0,14,0,51,4,202,21,57,3,1,0,109,21,176,18,50,3,1,0,94,19,16,56,175,1871,19712,514,17,25,98,1068,9090,262,0,0,0,0,0,0,3,7,19,196,1580,18,3,5,11,137,1347,17,0,0,0,0,0,0,660,20671,781,838,316,903,392,10204,437,396,135,517,0,0,0,0,0,0,198864,195242,192095,196518,154103,154578
2016-17,6,HARYANA,44212,25353,24.12,19.9,877,20.2,0,76.64,85.38,66.77,21,126,7467,1531,23173,2498,1937,1930,1424,1,41,2,1474,1637,1153,1315,1,36,1,1024,300,777,109,0,5,1,714931,520816,145239,117927,159,9140,848,1509060,347686,369635,85193,105251,159,7731,126,915781,367245,151181,60046,12676,0,1409,722,593279,65124,37922,25217,13016,6,423,23,141731,33619,29412,14696,11602,6,368,7,89710,31505,8510,10521,1414,0,55,16,52021,3,8,22,15,0,0,0,48,1,1,0,3,0,0,0,5,2488,1914,1928,1418,1,38,2,7789,2493,1776,1927,1341,1,40,2,7580,2476,1498,1925,1171,1,40,2,7113,17,282,2,171,0,0,0,472,5,152,2,78,0,0,0,237,2476,1503,1926,1175,1,41,2,7124,989,1042,585,665,0,28,2,3311,2498,1937,1930,1424,1,41,2,7833,2498,1934,1930,1419,1,38,2,7822,1378,1534,804,1052,0,29,1,4798,2477,1933,1870,1419,1,40,2,7742,953,68,328,28,0,22,1,1400,2498,1937,1930,1424,1,41,2,7833,1,1,1,0,0,0,0,3,2494,1937,1926,1422,1,41,2,7823,2413,1807,1831,1279,1,34,2,7367,63,20,4,0,0,1,0,88,44,17,3,7,0,8,0,79,2182,1444,1273,729,0,15,2,5645,19101,9187,11222,6372,4,282,8,46176,2415,1734,1774,1217,1,36,2,7179,1958,1833,1354,1351,0,22,0,6518,45,1844,14,1381,0,37,0,3321,284,1737,144,1275,0,26,1,3467,576,1690,320,1249,0,29,2,3866,500,500,500,500,500,500,500,500,22689,15012,5637,3900,2,410,19,47669,45205,17523,16694,5133,0,243,12,84810,280603,260712,55287,64454,62,3399,373,664890,259218,213677,266219,211821,238024,185253,181768,143218,158187,124629,1004,803,15697,10465,7194,5169,1596,671,1901,803,2072,1505,1693,1167,784,590,412,347,343,300,1754,1766,1604,2679,1106,587,686,179,475,222253,106074,106677,50724,0,0,0,0,267424,116639,173611,75928,32612,10686,13372,3815,25280,946,965,19468,616,632,69988,58003,22976,17588,22,21,96259,79929,65031,54363,206,191,60348,49688,84989,70091,64585,50169,22289,17774,55729,42343,83117,65582,10334,8283,37494,27436,90094,69290,17095,13036,9,16,47272,38420,16811,14333,58563,48346,47075,37857,36569,28180,49534,40334,22269,15236,44758,32089,116970,85348,44763,42426,0,0,68312,53077,89312,67157,20575,18586,1,0,41511,32666,86636,56393,37554,120,22,77487,33877,30698,155,5,68357,55249,33452,39,0,61172,32917,29568,102,0,33536,28088,15403,16926,0,0,21374,20679,22462,22205,8401,10628,0,0,12639,14278,35858,21582,6109,3292,0,0,18219,9698,29062,19432,4342,2631,0,0,13925,8229,23442,20736,4279,3814,0,0,9212,8304,17497,17564,2532,2617,0,0,5794,6280,89,88,111,87,0,0,127,130,158,84,24,43,0,0,26,76,51,20,7,7,0,0,23,1942,43,26,6,3,0,0,11,38,0,347,475,8288,22498,2291,0,209,330,8006,24472,2677,0,0,0,0,0,0,0,24,63,2138,4445,304,0,13,66,2122,6187,446,0,0,0,0,0,0,1651,33208,2005,1401,1234,1374,1590,36749,2657,1013,1013,1506,0,0,0,0,0,0,469500,462240,456586,422504,292046,303909
